,year,MVHMVALX,comm_op_90,canc_90,dist_id
0,1980,65120.99963,0,0,29.1202536340104
1,1980,66500.00045,0,0,30.5804600750364
2,1980,78422.00169,0,0,33.6900010225213
138,1980,44370.99992,0,0,24.4491315219821
139,1980,44370.99992,0,0,24.4544203855005
140,1980,44370.99992,0,0,24.440582683633
141,1980,44370.99992,0,0,24.4364071447196
142,1980,44370.99992,0,0,24.4229525644655
143,1980,44370.99992,0,0,24.4249277620964
144,1980,44370.99992,0,0,24.4023117453344
145,1980,44370.99992,0,0,24.39428204652
146,1980,44370.99992,0,0,24.3844642433616
147,1980,44370.99992,0,0,24.3422405178081
148,1980,44370.99992,0,0,24.3274301704202
149,1980,44370.99992,0,0,24.3316987230352
150,1980,44370.99992,0,0,24.3362544670969
151,1980,44370.99992,0,0,24.3377673051656
152,1980,44370.99992,0,0,24.3209112286101
153,1980,44370.99992,0,0,24.3236109286036
154,1980,44370.99992,0,0,24.324408413041
155,1980,44370.99992,0,0,24.3248181474385
156,1980,44370.99992,0,0,24.1608534475483
157,1980,44370.99992,0,0,24.0574003261194
158,1980,44370.99992,0,0,24.1535163531546
159,1980,44370.99992,0,0,24.1280189400473
160,1980,44370.99992,0,0,24.1092673210655
161,1980,44370.99992,0,0,24.1211858355792
162,1980,44370.99992,0,0,24.1001359540637
163,1980,44370.99992,0,0,24.0329858407975
164,1980,44370.99992,0,0,23.9503667551233
165,1980,44370.99992,0,0,23.9406551421662
166,1980,44370.99992,0,0,23.9378281143916
167,1980,44370.99992,0,0,23.8693240142116
168,1980,44370.99992,0,0,23.8630822748879
169,1980,44370.99992,0,0,23.7955149618926
170,1980,44370.99992,0,0,23.790538715779
171,1980,44370.99992,0,0,23.6508852770921
172,1980,44370.99992,0,0,23.6657043342722
173,1980,44370.99992,0,0,23.6526492489398
174,1980,44370.99992,0,0,23.6318707483509
175,1980,44370.99992,0,0,23.4512714377037
176,1980,44370.99992,0,0,22.336285994902
177,1980,44370.99992,0,0,22.3138076313979
178,1980,44370.99992,0,0,22.2957511193629
179,1980,44370.99992,0,0,22.2820494239018
180,1980,44370.99992,0,0,22.2506632093038
181,1980,44370.99992,0,0,22.2412953917737
182,1980,44370.99992,0,0,22.2251839092261
183,1980,44370.99992,0,0,22.2171947127325
184,1980,44370.99992,0,0,22.2073799507551
185,1980,44370.99992,0,0,22.1734300028254
186,1980,44370.99992,0,0,22.1196900769312
187,1980,44370.99992,0,0,22.1016904523474
188,1980,44370.99992,0,0,22.1082692973535
